id,indicator_id,unit_id,scenario_rf_id,maturity_id,frequency_id,limit,interval_id
1357,229,NULL,NULL,NULL,NULL,NULL,2
1358,229,NULL,NULL,NULL,NULL,NULL,3
1359,229,NULL,NULL,NULL,NULL,NULL,4
1360,229,NULL,NULL,NULL,NULL,NULL,5
1361,229,NULL,NULL,NULL,NULL,NULL,6
1362,229,NULL,NULL,NULL,NULL,NULL,7
1363,229,NULL,NULL,NULL,NULL,NULL,8
1364,229,NULL,NULL,NULL,NULL,NULL,9
1365,229,NULL,NULL,NULL,NULL,NULL,10
1366,229,NULL,NULL,NULL,NULL,NULL,11
1367,229,NULL,NULL,NULL,NULL,NULL,12
1368,229,NULL,NULL,NULL,NULL,NULL,13
1369,230,NULL,NULL,NULL,NULL,NULL,1
1370,230,NULL,NULL,NULL,NULL,NULL,2
1371,230,NULL,NULL,NULL,NULL,NULL,3
1372,230,NULL,NULL,NULL,NULL,NULL,4
1373,230,NULL,NULL,NULL,NULL,NULL,5
1374,230,NULL,NULL,NULL,NULL,NULL,6
1375,230,NULL,NULL,NULL,NULL,NULL,7
1376,230,NULL,NULL,NULL,NULL,NULL,8
1377,230,NULL,NULL,NULL,NULL,NULL,9
1378,230,NULL,NULL,NULL,NULL,NULL,10
1379,230,NULL,NULL,NULL,NULL,NULL,11
1380,230,NULL,NULL,NULL,NULL,NULL,12
1381,230,NULL,NULL,NULL,NULL,NULL,13
1382,231,NULL,NULL,NULL,NULL,NULL,1
1383,231,NULL,NULL,NULL,NULL,NULL,2
1384,231,NULL,NULL,NULL,NULL,NULL,3
1385,231,NULL,NULL,NULL,NULL,NULL,4
1386,231,NULL,NULL,NULL,NULL,NULL,5
1387,231,NULL,NULL,NULL,NULL,NULL,6
1388,231,NULL,NULL,NULL,NULL,NULL,7
1389,231,NULL,NULL,NULL,NULL,NULL,8
1390,231,NULL,NULL,NULL,NULL,NULL,9
1391,231,NULL,NULL,NULL,NULL,NULL,10
1392,231,NULL,NULL,NULL,NULL,NULL,11
1393,231,NULL,NULL,NULL,NULL,NULL,12
1394,231,NULL,NULL,NULL,NULL,NULL,13
1395,232,NULL,NULL,NULL,NULL,NULL,1
1396,232,NULL,NULL,NULL,NULL,NULL,2
1397,232,NULL,NULL,NULL,NULL,NULL,3
1398,232,NULL,NULL,NULL,NULL,NULL,4
1399,232,NULL,NULL,NULL,NULL,NULL,5
1400,232,NULL,NULL,NULL,NULL,NULL,6
1401,232,NULL,NULL,NULL,NULL,NULL,7
1402,232,NULL,NULL,NULL,NULL,NULL,8
1403,232,NULL,NULL,NULL,NULL,NULL,9
1404,232,NULL,NULL,NULL,NULL,NULL,10
1405,232,NULL,NULL,NULL,NULL,NULL,11
1406,232,NULL,NULL,NULL,NULL,NULL,12
1407,232,NULL,NULL,NULL,NULL,NULL,13
